ESU,MAJOR_POPULATION_GROUP,COMMON_POPULATION_NAME,SPECIES,RUN_TIMING,STREAM_NAME,BROOD_YEAR,NUMBER_OF_SPAWNERS,FRACWILD,CATCH,AGE_1_RETURNS,AGE_2_RETURNS,AGE_3_RETURNS,AGE_4_RETURNS,AGE_5_RETURNS,AGE_6_RETURNS,AGE_7_RETURNS
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,1980,298,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,1981,721,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,1982,2712,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,1983,1009,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,1984,133,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,1985,0,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,1986,165,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,1987,471,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,1988,475,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,1989,572,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,1990,34,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,1991,32,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,1992,168,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,1993,348,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,1994,407,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,1995,376,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,1996,254,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,1997,39,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,1998,42,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,1999,215,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,2000,33,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,2001,555,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,2002,886,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,2003,766,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,2004,352,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,2005,380,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,2006,292,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,2007,2144,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,2008,363,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,2009,26,0.4,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,2010,0,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,2011,200,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,2012,28,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Spring-run,,2013,158,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1964,16857,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1965,7927,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1966,11627,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1967,9711,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1968,7160,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1969,4986,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1970,4130,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1971,19926,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1972,18488,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1973,9120,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1974,7549,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1975,13859,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1976,3371,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1977,6930,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1978,5363,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1979,8023,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1980,13839,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1981,19297,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1982,8370,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1983,13540,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1984,7132,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1985,7491,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1986,10472,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1987,12210,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1988,11165,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1989,20058,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1990,15378,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1991,8787,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1992,5508,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1993,6462,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1994,8456,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1995,9715,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1996,13077,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1997,8168,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1998,5173,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,1999,2417,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,2000,8741,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,2001,11274,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,2002,13293,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,2003,12912,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,2004,12928,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,2005,9775,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,2006,5066,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,2007,3708,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,2008,5485,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,2009,6283,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,2010,9294,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,2011,8205,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,2012,8143,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Late fall,,2013,15197,1,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1964,632,-99,-99,0,0.019,0.561,0.336,0.084,0,0
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1965,891,-99,-99,0,0.115,0.164,0.68,0.041,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1966,583,-99,-99,0,0.02,0.522,0.377,0.081,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1967,411,-99,-99,0,0.063,0.254,0.636,0.047,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1968,249,-99,-99,0,0.052,0.376,0.445,0.128,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1969,329,-99,-99,0,0.104,0.275,0.552,0.069,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1970,657,-99,-99,0,0.072,0.535,0.344,0.049,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1971,2142,-99,-99,0,0.02,0.349,0.599,0.031,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1972,534,-99,-99,0,0.063,0.207,0.663,0.067,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1973,210,-99,-99,0,0.034,0.343,0.476,0.148,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1974,420,-99,-99,0,0.028,0.271,0.603,0.098,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1975,581,-99,-99,0,0.055,0.322,0.498,0.125,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1976,325,-99,-99,0,0.071,0.365,0.46,0.105,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1977,568,-99,-99,0,0.06,0.376,0.474,0.091,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1978,687,-99,-99,0,0.29,0.191,0.447,0.071,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1979,716,-99,-99,0,0.12,0.297,0.45,0.133,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1980,311,1,-99,0,0.409,0.129,0.394,0.068,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1981,397,1,-99,0,0.094,0.089,0.687,0.13,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1982,240,1,-99,0,0.306,0.324,0.355,0.014,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1983,305,1,-99,0,0.087,0.105,0.704,0.105,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1984,192,1,-99,0,0.071,0.089,0.768,0.071,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1985,540,1,-99,0,0.174,0.211,0.462,0.153,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1986,389,1,-99,0,0.126,0.393,0.411,0.07,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1987,135,1,-99,0,0.139,0.241,0.443,0.177,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1988,427,1,-99,0,0.101,0.143,0.582,0.173,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1989,591,0.78,-99,0,0.043,0.14,0.384,0.433,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1990,342,1,-99,0,0.045,0.187,0.303,0.245,0.22,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1991,230,1,-99,0,0.079,0.317,0.317,0.237,0.05,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1992,202,1,-99,0,0.056,0.157,0.694,0.093,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1993,156,1,-99,0,0.071,0.238,0.488,0.202,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1994,395,1,-99,0,0.251,0.061,0.521,0.167,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1995,200,1,-99,0,0.099,0.162,0.261,0.477,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1996,334,1,-99,0,0.012,0.192,0.701,0.096,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1997,307,1,-99,0,0,0.022,0.62,0.359,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1998,104,1,-99,0,0.055,0.491,0.236,0.218,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,1999,217,1,-99,0,0.027,0.45,0.423,0.099,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,2000,304,1,-99,0,0.056,0.149,0.646,0.149,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,2001,526,0.7,-99,0,0.006,0.399,0.566,0.029,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,2002,1296,0.77,-99,0,0.05,0.196,0.673,0.08,0.001,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,2003,714,0.98,-99,0,0.019,0.163,0.612,0.205,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,2004,886,-99,-99,0,0.035,0.06,0.715,0.185,0.004,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,2005,598,1,-99,0,0.015,0.126,0.409,0.431,0.02,0
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,2006,427,-99,-99,0,0.05,0.14,0.62,0.19,0.007,0
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,2007,237,-99,-99,0,0.03,0.31,0.4,0.26,0,0
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,2008,379,-99,-99,0,0.03,0.36,0.51,0.11,0,0
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,2009,596,-99,-99,0,0.06,0.16,0.75,0.03,0,0
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,2010,426,0.887,-99,0,0,0.34,0.472,0.188,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,2011,870,0.951,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,2012,566,0.959,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,2013,1540,0.936,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lewis River,Chinook,Fall-run,,2014,942,0.909,-99,0,-99,0.085,0.673,0.241,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1964,3312,-99,-99,0,0.019,0.561,0.336,0.084,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1965,5707,-99,-99,0,0.115,0.164,0.68,0.041,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1966,4782,-99,-99,0,0.02,0.522,0.377,0.081,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1967,5487,-99,-99,0,0.063,0.254,0.636,0.047,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1968,2303,-99,-99,0,0.052,0.376,0.445,0.128,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1969,4260,-99,-99,0,0.104,0.275,0.552,0.069,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1970,9706,-99,-99,0,0.072,0.535,0.344,0.049,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1971,22758,-99,-99,0,0.02,0.349,0.599,0.031,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1972,21027,-99,-99,0,0.063,0.207,0.663,0.067,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1973,8390,-99,-99,0,0.042,0.209,0.437,0.302,0.009,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1974,7566,-99,-99,0,0.043,0.115,0.655,0.178,0.009,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1975,4766,-99,-99,0,0.097,0.14,0.434,0.322,0.006,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1976,3726,-99,-99,0,0.015,0.294,0.485,0.196,0.01,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1977,5837,0.26,-99,0,0.133,0.031,0.684,0.147,0.004,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1978,3192,0.26,-99,0,0.007,0.486,0.13,0.372,0.006,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1979,8253,0.26,-99,0,0.063,0.01,0.889,0.031,0.006,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1980,2418,0.26,-99,0,0.029,0.294,0.056,0.62,0.002,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1981,3991,0.26,-99,0,0.077,0.069,0.817,0.02,0.016,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1982,3024,0.26,-99,0,0.021,0.271,0.278,0.429,0.001,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1983,3654,0.26,-99,0,0.12,0.048,0.724,0.097,0.011,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1984,2577,0.26,-99,0,0.037,0.407,0.186,0.366,0.004,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1985,4300,0.26,-99,0,0.096,0.063,0.787,0.047,0.007,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1986,2229,0.26,-99,0,0.11,0.299,0.223,0.366,0.002,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1987,5930,0.26,-99,0,0.097,0.203,0.631,0.061,0.007,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1988,7700,0.26,-99,0,0.02,0.225,0.536,0.218,0.002,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1989,7220,0.26,-99,0,0.019,0.055,0.702,0.218,0.006,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1990,2698,0.26,-99,0,0.054,0.095,0.313,0.526,0.012,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1991,2567,0.26,-99,0,0.024,0.246,0.492,0.212,0.026,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1992,2683,0.26,-99,0,0.076,0.059,0.682,0.178,0.006,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1993,2218,0.06,-99,0,0.031,0.298,0.264,0.4,0.008,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1994,2512,0.19,-99,0,0.18,0.061,0.673,0.078,0.008,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1995,2231,0.13,-99,0,0.281,0.368,0.143,0.206,0.002,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1996,1602,0.58,-99,0,0.05,0.367,0.552,0.028,0.003,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1997,2710,0.72,-99,0,0.006,0.089,0.756,0.148,0.001,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1998,2108,0.37,-99,0,0.009,0.027,0.454,0.502,0.007,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,1999,997,0.16,-99,0,0.293,0.058,0.195,0.42,0.033,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,2000,2363,0.1,-99,0,0.349,0.484,0.111,0.048,0.007,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,2001,4652,0.44,-99,0,0.108,0.338,0.538,0.016,0.001,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,2002,13514,0.76,-99,0,0.076,0.173,0.622,0.129,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,2003,10048,0.88,-99,0,0.006,0.205,0.534,0.251,0.004,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,2004,4466,0.7,-99,0,0.003,0.019,0.724,0.246,0.008,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Lower Cowlitz River,Chinook,Fall-run,,2005,2870,0.17,-99,0,0,0.06,0.7,0.17,0,-99
